"schoolid","schoolname","cohort","lt_emp","bar_ftlt","bar_ftst","bar_ptlt","bar_ptst","bar_emp","jda_ftlt","jda_ftst","jda_ptlt","jda_ptst","jda_emp","prof_ftlt","prof_ftst","prof_ptlt","prof_ptst","prof_emp","nprof_ftlt","nprof_ftst","nprof_ptlt","nprof_ptst","nprof_emp","undet_ftlt","undet_ftst","undet_ptlt","undet_ptst","undet_emp","gradsch_ft","emp_def","unemp_ns","unemp_seek","emp_stat_unk","total_grads","fundbar_ftlt","fundbar_ftst","fundbar_ptlt","fundbar_ptst","fundbar_emp","lawfund_lt","lawfund_st","fundjda_ftlt","fundjda_ftst","fundjda_ptlt","fundjda_ptst","fundjda_emp","fundprof_ftlt","fundprof_ftst","fundprof_ptlt","fundprof_ptst","fundprof_emp","fundnprof_ftlt","fundnprof_ftst","fundnprof_ptlt","fundnprof_ptst","fundnprof_emp","funded_ftlt","funded_ftst","funded_ptlt","funded_ptst","funded_emp","solo_ftlt","solo_ftst","solo_ptlt","solo_ptst","solo_emp","solo_lt","solo_st","sz_1_10_ftlt","sz_1_10_ftst","sz_1_10_ptlt","sz_1_10_ptst","sz_1_10_emp","sz_2_10_lt","sz_2_10_st","sz_11_25_ftlt","sz_11_25_ftst","sz_11_25_ptlt","sz_11_25_ptst","sz_11_25_emp","sz_11_25_lt","sz_11_25_st","sz_26_50_ftlt","sz_26_50_ftst","sz_26_50_ptlt","sz_26_50_ptst","sz_26_50_emp","sz_26_50_lt","sz_26_50_st","sz_51_100_ftlt","sz_51_100_ftst","sz_51_100_ptlt","sz_51_100_ptst","sz_51_100_emp","sz_51_100_lt","sz_51_100_st","sz_101_250_ftlt","sz_101_250_ftst","sz_101_250_ptlt","sz_101_250_ptst","sz_101_250_emp","sz_101_250_lt","sz_101_250_st","sz_251_500_ftlt","sz_251_500_ftst","sz_251_500_ptlt","sz_251_500_ptst","sz_251_500_emp","sz_251_500_lt","sz_251_500_st","sz_501up_ftlt","sz_501up_ftst","sz_501up_ptlt","sz_501up_ptst","sz_501up_emp","sz_501up_lt","sz_501up_st","sz_unk_ftlt","sz_unk_ftst","sz_unk_ptlt","sz_unk_ptst","sz_unk_emp","sz_unk_lt","sz_unk_st","bsind_ftlt","bsind_ftst","bsind_ptlt","bsind_ptst","bsind_emp","bsind_lt","bsind_st","gov_ftlt","gov_ftst","gov_ptlt","gov_ptst","gov_emp","gov_lt","gov_st","pub_ftlt","pub_ftst","pub_ptlt","pub_ptst","pub_emp","pub_lt","pub_st","fedclk_ftlt","fedclk_ftst","fedclk_ptlt","fedclk_ptst","fedclk_emp","fedclk_lt","fedclk_st","locclk_ftlt","locclk_ftst","locclk_ptlt","locclk_ptst","locclk_emp","locclk_lt","locclk_st","othclk_ftlt","othclk_ftst","othclk_ptlt","othclk_ptst","othclk_emp","acad_ftlt","acad_ftst","acad_ptlt","acad_ptst","acad_emp","acad_lt","acad_st","unk_ftlt","unk_ftst","unk_ptlt","unk_ptst","unk_emp","total_ftlt","total_ftst","total_ptlt","total_ptst","total_emp_type","total_lt","total_st","state_emp1","state_emp1_num","state_emp2","state_emp2_num","state_emp3","state_emp3_num","foreign_emp_num"
"00144802","Howard University","2019","","91","1","0","0","92","13","2","0","1","16","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","6","1","0","14","0","133","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","2","0","0","0","2","","","1","0","0","0","1","","","0","0","0","0","0","","","1","0","0","0","1","","","1","0","0","0","1","","","6","0","0","0","6","","","33","0","0","0","33","","","1","1","0","0","2","","","11","2","0","1","14","","","26","0","0","0","26","","","13","0","0","0","13","","","4","0","0","0","4","","","7","0","0","0","7","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","108","3","0","1","112","","","DC","27","NY","26","MD","10","0"
"00146601","Barry University","2019","","83","0","6","0","89","13","2","5","7","27","11","3","2","1","17","1","1","1","2","5","0","1","0","2","3","5","2","6","22","7","184","0","0","0","0","0","","","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","2","0","4","","","32","0","6","5","43","","","5","0","1","0","6","","","2","0","0","0","2","","","5","0","0","1","6","","","4","0","0","0","4","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","2","2","","","19","3","3","4","29","","","19","1","0","0","20","","","12","0","1","0","13","","","1","0","0","0","1","","","3","0","0","0","3","","","0","0","0","0","0","0","3","1","0","4","","","2","1","0","0","3","108","8","14","12","142","","","FL","123","MD","2","NJ","2","0"
"00146800","St. Thomas University (Florida)","2019","","102","0","1","1","104","10","3","1","0","14","13","0","1","1","15","0","1","1","0","2","0","0","0","0","0","15","1","3","22","0","176","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","1","9","","","38","3","3","0","44","","","8","0","0","0","8","","","7","0","0","0","7","","","1","0","0","0","1","","","3","0","0","0","3","","","3","0","0","0","3","","","2","0","0","0","2","","","1","0","0","0","1","","","18","1","1","1","21","","","17","0","0","0","17","","","15","0","0","0","15","","","1","0","0","0","1","","","3","0","0","0","3","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","125","4","4","2","135","","","FL","125","NY","3","CA","2","0"
"00148001","Florida A&M University","2019","","52","0","3","0","55","17","2","3","1","23","11","2","1","1","15","0","0","1","2","3","0","0","0","1","1","5","2","2","15","7","129","0","0","0","0","0","","","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","3","0","0","0","3","","","13","0","2","0","15","","","1","0","0","0","1","","","1","0","0","0","1","","","2","0","0","0","2","","","2","0","0","0","2","","","3","0","1","0","4","","","5","0","0","0","5","","","0","0","0","0","0","","","12","2","2","4","20","","","20","2","1","0","23","","","17","0","2","0","19","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","1","0","0","2","3","","","0","0","0","0","0","80","4","8","6","98","","","FL","82","GA","4","CO","1","0"
"00148900","Florida State University","2019","","135","1","2","0","138","11","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","5","9","170","0","0","0","0","0","","","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","","23","0","2","0","25","","","10","0","0","0","10","","","5","0","0","0","5","","","9","0","0","0","9","","","8","0","0","0","8","","","5","0","0","0","5","","","2","0","0","0","2","","","3","0","0","0","3","","","7","0","0","0","7","","","41","0","0","0","42","","","19","1","0","0","21","","","7","0","0","0","7","","","7","0","0","0","7","","","0","0","0","0","0","0","0","0","1","1","","","0","0","0","0","0","146","1","2","1","152","","","FL","127","DC","5","CO","4","0"
"00150900","Nova Southeastern University","2019","","139","4","3","0","146","11","1","1","1","14","10","0","1","0","11","0","0","0","2","2","0","0","0","0","0","13","2","3","30","5","226","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","","","54","1","2","0","57","","","16","0","0","0","16","","","9","1","0","1","11","","","4","0","0","0","4","","","13","0","0","0","13","","","7","0","0","0","7","","","2","0","0","0","2","","","1","0","0","0","1","","","19","3","1","2","25","","","19","0","1","0","20","","","7","0","0","0","7","","","1","0","0","0","1","","","3","0","0","0","3","","","0","0","0","0","0","1","0","1","0","2","","","0","0","0","0","0","160","5","5","3","173","","","FL","154","NY","4","CA","2","3"
"00153101","Stetson University","2019","","177","2","4","0","183","24","3","6","2","35","2","1","2","0","5","0","0","2","1","3","0","0","0","2","2","6","5","1","10","0","252","0","0","0","0","0","","","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","2","0","1","0","3","","","46","0","4","1","51","","","11","0","0","0","11","","","10","0","0","0","10","","","8","0","0","0","8","","","11","0","0","0","11","","","13","0","0","0","13","","","6","0","1","0","7","","","0","0","0","0","0","","","35","4","5","1","45","","","27","1","1","0","29","","","24","1","2","1","28","","","2","0","0","0","2","","","3","0","0","0","3","","","0","0","0","0","0","5","1","0","1","7","","","0","0","0","2","2","203","7","14","6","230","","","FL","205","MD","3","PA","3","1"
"00153505","University of Florida","2019","","282","0","0","0","282","20","1","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","1","8","0","331","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","","","41","0","0","0","41","","","32","0","0","0","32","","","23","0","0","0","23","","","9","0","0","0","9","","","17","0","0","0","17","","","9","0","0","0","9","","","43","0","0","0","43","","","0","0","0","0","0","","","22","0","0","0","22","","","57","1","0","0","58","","","27","0","0","0","27","","","11","0","0","0","11","","","7","0","0","0","7","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","302","1","0","0","303","","","FL","235","GA","17","DC","12","0"
"00153601","University of Miami","2019","","224","1","3","2","230","31","1","0","2","34","2","1","3","0","6","0","0","0","2","2","0","0","0","0","0","9","4","12","20","9","326","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","","","51","0","2","3","56","","","31","0","1","0","32","","","12","0","0","0","12","","","6","0","0","0","6","","","13","1","0","0","14","","","15","0","0","0","15","","","28","0","0","1","29","","","0","0","0","0","0","","","37","2","2","2","43","","","31","0","0","0","31","","","18","0","1","0","19","","","4","0","0","0","4","","","5","0","0","0","5","","","0","0","0","0","0","4","0","0","0","4","","","0","0","0","0","0","257","3","6","6","272","","","FL","202","NY","11","CA","7","6"
"00156400","Emory University","2019","","220","1","0","0","221","25","6","1","1","33","1","1","1","1","4","0","1","1","0","2","0","0","0","0","0","3","3","5","20","3","306","0","1","0","0","1","","","0","11","0","0","11","0","0","0","0","0","0","0","0","0","0","0","12","0","0","12","1","0","0","0","1","","","32","3","0","1","36","","","12","0","0","0","12","","","8","0","0","0","8","","","5","0","0","0","5","","","17","0","0","0","17","","","8","0","0","0","8","","","65","1","0","0","66","","","0","0","0","0","0","","","16","3","2","1","22","","","33","6","0","0","39","","","20","6","1","0","27","","","19","0","0","0","19","","","6","0","0","0","6","","","0","0","0","0","0","4","2","0","0","6","","","0","0","0","0","0","246","21","3","2","272","","","GA","127","NY","33","DC","22","8"
"00157400","Georgia State University","2019","","147","0","2","2","151","16","2","3","2","23","7","0","1","1","9","0","0","0","0","0","0","0","0","0","0","5","1","2","7","3","201","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","3","","","49","0","3","2","54","","","11","0","0","0","11","","","4","0","0","0","4","","","3","0","0","0","3","","","12","0","0","0","12","","","5","0","0","0","5","","","19","0","0","0","19","","","0","0","0","0","0","","","20","1","2","2","25","","","26","0","0","0","26","","","12","0","0","0","12","","","3","0","0","0","3","","","5","0","0","0","5","","","0","0","0","0","0","0","1","0","0","1","","","0","0","0","0","0","170","2","6","5","183","","","GA","163","DC","4","NY","4","0"
"00158015","Mercer University","2019","","110","0","0","0","110","1","1","1","0","3","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","4","0","0","8","2","129","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","30","0","0","0","30","","","16","0","0","0","16","","","2","0","0","0","2","","","5","0","0","0","5","","","4","0","0","0","4","","","3","0","0","0","3","","","1","0","0","0","1","","","0","0","0","0","0","","","5","1","0","0","6","","","20","0","1","0","21","","","9","0","0","0","9","","","3","0","0","0","3","","","11","0","0","0","11","","","2","0","0","0","2","0","0","1","0","1","","","0","0","0","0","0","112","1","2","0","115","","","GA","94","FL","5","SC","4","0"
"00159800","University of Georgia","2019","","162","1","0","0","163","6","0","0","0","6","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","8","0","181","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","23","0","0","0","23","","","14","0","0","0","14","","","14","0","0","0","14","","","3","0","0","0","3","","","14","0","0","0","14","","","1","0","0","0","1","","","25","0","0","0","25","","","0","0","0","0","0","","","11","0","1","0","12","","","21","0","0","0","21","","","7","0","0","0","7","","","19","1","0","0","20","","","12","0","0","0","12","","","0","0","0","0","0","4","0","0","0","4","","","0","0","0","0","0","168","1","1","0","170","","","GA","126","DC","5","FL","5","1"
"00161000","University of Hawaii","2019","","51","2","0","0","53","12","1","0","0","13","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","2","0","2","8","0","83","0","0","0","0","0","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","","","5","0","0","0","5","","","9","0","0","0","9","","","2","0","0","0","2","","","3","0","0","0","3","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","3","0","0","0","3","","","17","2","0","0","19","","","4","0","0","0","4","","","1","0","0","0","1","","","19","1","0","0","20","","","0","0","0","0","0","4","0","0","0","4","","","0","0","0","0","0","68","3","0","0","71","","","HI","66","CA","2","VA","1","0"
"00162600","University of Idaho","2019","","66","1","2","0","69","4","2","0","0","6","3","0","1","2","6","0","0","0","0","0","0","0","0","0","0","4","1","2","3","5","96","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","","","25","0","1","0","26","","","2","0","0","0","2","","","1","0","0","0","1","","","0","0","0","0","0","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","","","2","0","0","0","2","","","3","1","1","0","5","","","15","1","1","0","17","","","4","0","0","0","4","","","3","0","0","0","3","","","15","0","0","0","15","","","0","0","0","0","0","0","1","0","2","3","","","0","0","0","0","0","73","3","3","2","81","","","ID","35","WA","5","AK","2","0"
"00167100","Depaul University","2019","","120","0","3","0","123","50","1","6","1","58","4","0","2","1","7","0","0","2","0","2","0","0","0","0","0","1","2","0","20","0","213","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","42","0","6","0","48","","","13","0","0","0","13","","","13","0","0","0","13","","","2","0","0","0","2","","","8","0","0","0","8","","","4","0","0","0","4","","","15","0","0","0","15","","","4","0","0","0","4","","","42","1","3","1","47","","","17","0","1","0","18","","","8","0","1","1","10","","","2","0","0","0","2","","","1","0","0","0","1","","","0","0","0","0","0","3","0","1","0","4","","","0","0","1","0","1","174","1","13","2","190","","","IL","160","CA","4","FL","4","0"
"00169101","Chicago-Kent College of Law-IIT","2019","","157","2","2","2","163","26","3","6","2","37","1","0","2","0","3","0","0","1","0","1","0","0","0","0","0","0","3","0","25","0","232","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","","","48","2","5","0","55","","","15","0","1","0","16","","","5","0","0","0","5","","","3","0","0","0","3","","","6","0","0","0","6","","","10","0","0","0","10","","","26","0","1","0","27","","","0","0","0","0","0","","","19","1","2","3","25","","","26","1","1","1","29","","","18","1","1","0","20","","","4","0","0","0","4","","","2","0","0","0","2","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","184","5","11","4","204","","","IL","162","NY","5","WI","5","2"
"00169800","John Marshall Law School","2019","","120","3","2","0","125","35","3","3","1","42","12","2","1","2","17","0","0","0","0","0","0","0","0","1","1","7","2","4","32","1","231","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","","","37","0","4","1","42","","","21","0","0","0","21","","","6","0","1","0","7","","","4","0","0","0","4","","","7","0","0","0","7","","","2","0","0","0","2","","","6","0","0","0","6","","","0","0","0","0","0","","","33","7","0","3","43","","","30","1","1","0","32","","","11","0","0","0","11","","","2","0","0","0","2","","","4","0","0","0","4","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","167","8","6","4","185","","","IL","161","WI","4","CA","3","0"
"00171000","Loyola University-Chicago","2019","","140","3","1","0","144","26","0","1","0","27","3","0","1","0","4","0","0","0","3","3","0","0","0","0","0","3","0","4","7","5","197","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","32","0","0","0","32","","","16","0","1","0","17","","","10","0","0","0","10","","","5","0","0","0","5","","","6","0","0","0","6","","","12","0","0","0","12","","","21","0","0","0","21","","","0","0","0","0","0","","","28","2","2","2","34","","","22","0","0","0","22","","","8","0","0","0","8","","","0","0","0","0","0","","","8","1","0","0","9","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","1","1","169","3","3","3","178","","","IL","157","IN","5","MI","3","0"
"00173700","Northern Illinois University","2019","","65","1","0","0","66","5","1","0","0","6","0","1","0","0","1","0","2","0","0","2","0","0","0","0","0","1","0","1","4","0","83","0","0","0","0","0","","","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","2","0","0","0","2","","","22","1","0","0","23","","","11","0","0","0","11","","","1","0","0","0","1","","","0","0","0","0","0","","","3","0","0","0","3","","","4","0","0","0","4","","","0","0","0","0","0","","","0","0","0","0","0","","","3","0","0","0","3","","","14","1","0","0","15","","","7","1","0","0","8","","","1","0","0","0","1","","","1","0","0","0","1","","","0","0","0","0","0","3","2","0","0","5","","","0","0","0","0","0","72","5","0","0","77","","","IL","67","IA","1","NV","1","2"
"00173900","Northwestern University","2019","","208","0","0","0","208","22","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","2","240","2","0","0","0","2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","","","3","0","0","0","3","","","2","0","0","0","2","","","5","0","0","0","5","","","2","0","0","0","2","","","5","0","0","0","5","","","15","0","0","0","15","","","135","0","0","0","135","","","0","0","0","0","0","","","21","0","0","0","21","","","10","0","0","0","10","","","9","0","0","0","9","","","16","0","0","0","16","","","8","0","0","0","8","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","232","0","0","0","232","","","IL","104","NY","42","CA","21","3"
"00175800","Southern Illinois University-Carbondale","2019","","52","1","0","0","53","4","0","1","0","5","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","3","17","4","84","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","25","0","0","0","25","","","6","0","0","0","6","","","4","0","0","0","4","","","4","0","0","0","4","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","1","0","1","","","14","0","0","0","14","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","","","0","1","0","0","1","0","0","0","0","0","","","0","0","0","0","0","57","1","1","0","59","","","IL","26","MO","13","FL","3","1"
"00177400","University of Chicago","2019","","189","0","0","0","189","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","202","6","1","0","0","7","","","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","2","0","0","8","0","0","0","0","0","","","1","0","0","0","1","","","2","0","0","0","2","","","4","0","0","0","4","","","4","0","0","0","4","","","4","0","0","0","4","","","9","0","0","0","9","","","100","0","0","0","100","","","0","0","0","0","0","","","2","0","0","0","2","","","4","1","0","0","5","","","11","1","0","0","12","","","48","0","0","0","48","","","7","0","0","0","7","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","197","2","0","0","199","","","IL","63","NY","36","CA","25","3"
"00177500","University of Illinois","2019","","107","2","0","0","109","8","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","122","0","0","0","0","0","","","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","","13","0","0","0","13","","","10","0","0","0","10","","","9","0","0","0","9","","","3","0","0","0","3","","","6","0","0","0","6","","","6","0","0","0","6","","","26","0","0","0","26","","","0","0","0","0","0","","","9","1","0","0","10","","","16","0","0","0","16","","","2","0","0","0","2","","","10","1","0","0","11","","","3","0","0","0","3","","","0","0","0","0","0","2","1","0","0","3","","","0","0","0","0","0","115","3","0","0","118","","","IL","90","CA","3","NY","3","3"
"00180900","Indiana University - Bloomington","2019","","136","0","2","2","140","11","1","1","0","13","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","2","0","2","15","1","176","0","0","0","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","2","","","17","1","1","0","19","","","7","0","0","0","7","","","10","0","0","0","10","","","4","0","0","0","4","","","9","0","0","0","9","","","13","0","0","0","13","","","23","0","0","0","23","","","0","0","0","0","0","","","16","0","1","3","20","","","21","0","1","0","22","","","15","0","0","1","16","","","7","0","0","0","7","","","4","0","0","0","4","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","148","1","3","4","156","","","IN","67","IL","25","MI","9","2"
"00181300","Indiana University - Indianapolis","2019","","142","0","3","0","145","40","2","1","4","47","12","0","1","2","15","1","1","0","0","2","0","0","0","0","0","5","0","2","15","3","234","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","","","36","0","2","1","39","","","21","0","1","0","22","","","11","0","0","0","11","","","2","0","0","0","2","","","7","0","0","0","7","","","5","0","0","0","5","","","12","0","0","0","12","","","0","0","0","0","0","","","28","3","1","5","37","","","44","0","1","0","45","","","17","0","0","0","17","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","7","0","0","0","7","","","1","0","0","0","1","195","3","5","6","209","","","IN","144","IL","7","MI","3","0"
"00184000","University of Notre Dame","2019","","166","0","0","0","166","5","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","8","4","193","4","0","0","0","4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","","","3","0","0","0","3","","","6","0","1","0","7","","","7","0","0","0","7","","","4","0","0","0","4","","","10","0","0","0","10","","","13","0","0","0","13","","","57","0","0","0","57","","","0","0","0","0","0","","","8","0","0","0","8","","","23","0","0","0","23","","","11","0","0","0","11","","","23","0","0","0","23","","","8","0","0","0","8","","","0","0","0","0","0","2","0","0","0","2","","","0","0","0","0","0","175","0","1","0","176","","","IL","44","NY","21","IN","18","0"
"00186000","Drake University","2019","","79","0","0","1","80","12","0","0","0","12","2","1","0","0","3","0","0","1","2","3","0","0","0","0","0","0","0","0","6","0","104","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","29","0","0","1","30","","","6","0","0","0","6","","","5","0","0","0","5","","","5","0","0","0","5","","","0","0","0","0","0","","","1","0","0","0","1","","","1","0","0","0","1","","","1","0","0","0","1","","","13","0","0","2","15","","","11","1","0","0","12","","","1","0","0","0","1","","","3","0","0","0","3","","","14","0","0","0","14","","","0","0","0","0","0","2","0","1","0","3","","","0","0","0","0","0","93","1","1","3","98","","","IA","74","MO","3","DC","2","1"
"00189200","University of Iowa","2019","","125","2","0","0","127","6","1","1","0","8","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","140","0","0","0","0","0","","","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","","18","0","1","0","19","","","11","0","0","0","11","","","6","0","0","0","6","","","6","0","0","0","6","","","8","0","0","0","8","","","12","0","0","0","12","","","21","0","0","0","21","","","0","0","0","0","0","","","7","2","0","1","10","","","13","1","0","0","14","","","6","0","0","0","6","","","6","0","0","0","6","","","17","0","0","0","17","","","0","0","0","0","0","1","0","0","1","2","","","0","0","0","0","0","132","3","1","2","138","","","IA","44","IL","14","MN","12","4"
"00194800","University of Kansas","2019","","74","0","0","0","74","14","0","1","2","17","3","0","0","0","3","0","0","0","1","1","0","0","0","0","0","0","0","0","7","0","102","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","13","0","0","0","13","","","8","0","0","0","8","","","5","0","0","0","5","","","2","0","0","0","2","","","2","0","0","0","2","","","1","0","0","0","1","","","7","0","0","0","7","","","2","0","1","1","4","","","9","0","0","1","10","","","19","0","0","0","19","","","9","0","0","0","9","","","4","0","0","0","4","","","8","0","0","0","8","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","1","1","91","0","1","3","95","","","KS","35","MO","31","DC","5","1"
"00194900","Washburn University","2019","","84","0","1","0","85","1","0","2","1","4","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","102","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","24","0","1","0","25","","","7","0","0","0","7","","","5","0","0","0","5","","","7","0","0","0","7","","","1","0","0","0","1","","","1","0","0","0","1","","","2","0","0","0","2","","","0","0","0","0","0","","","8","0","2","1","11","","","22","0","0","0","22","","","6","0","0","0","6","","","3","0","0","0","3","","","2","0","0","0","2","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","88","0","3","1","92","","","KS","72","MO","11","TX","4","0"
"00198903","University of Kentucky","2019","","133","0","1","0","134","18","0","0","0","18","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","4","4","0","163","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","29","0","0","0","29","","","9","0","0","0","9","","","8","0","0","0","8","","","2","0","0","0","2","","","12","0","0","0","12","","","5","0","0","0","5","","","8","0","0","0","8","","","0","0","0","0","0","","","12","0","1","0","13","","","14","0","1","0","15","","","16","0","0","0","16","","","10","0","0","0","10","","","21","0","0","0","21","","","0","0","0","0","0","4","0","0","0","4","","","0","0","0","0","0","151","0","2","0","153","","","KY","104","OH","6","VA","6","0"
"00199900","University of Louisville","2019","","77","0","1","0","78","16","0","0","1","17","0","0","0","0","0","1","0","1","1","3","0","0","0","0","0","1","2","1","5","1","108","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","26","0","0","0","26","","","2","0","0","0","2","","","3","0","0","0","3","","","2","0","0","0","2","","","3","0","0","0","3","","","1","0","0","0","1","","","12","0","0","0","12","","","0","0","0","0","0","","","9","0","1","2","12","","","15","0","1","0","16","","","12","0","0","0","12","","","2","0","0","0","2","","","5","0","0","0","5","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","94","0","2","2","98","","","KY","82","IN","5","FL","2","0"
"00201000","Louisiana State University","2019","","136","0","0","0","136","10","1","0","0","11","4","0","0","0","4","0","0","3","0","3","0","0","0","0","0","2","0","0","14","3","173","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","36","0","0","0","36","","","18","1","0","0","19","","","15","0","0","0","15","","","8","0","0","0","8","","","3","0","0","0","3","","","5","0","0","0","5","","","12","0","0","0","12","","","0","0","0","0","0","","","12","0","3","0","15","","","18","0","0","0","18","","","5","0","0","0","5","","","5","0","0","0","5","","","12","0","0","0","12","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","150","1","3","0","154","","","LA","115","TX","19","FL","3","0"
