"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00137000","University of Colorado","2019","526","81","7","17","14","0","31","150","354","4","18","245","34","3","8","6","0","10","61","171","2","11","279","47","4","9","8","0","21","89","182","2","6","2","0","0","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","","","176","28","3","5","4","0","16","56","114","2","4","0","0","3","3","0","2","3","0","1","10","0","18","20","0","36","0","0","0","2","0","0","4","0","12","2","0","2","56","0","58","80","0","96","172","3","2","0","1","9","4","0","5","6","3","0","3","23","6","0","17","46","16","0","30","0","0","0","0","1","0","0","1","5","1","0","4","6","5","0","1","119","60","0","59","81","0","91","178","1","1","0","0","3","1","0","2","4","0","0","4","30","18","0","12","48","25","0","23","0","0","0","0","1","0","0","1","10","5","0","5","8","4","1","3","121","55","1","65","84","2","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00137100","University of Denver","2019","776","98","1","19","21","2","26","167","572","4","33","355","45","0","7","13","1","15","81","254","1","19","418","53","1","12","8","1","10","85","317","2","14","3","0","0","0","0","0","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","271","28","0","4","9","0","9","50","211","2","8","0","0","0","1","0","3","7","0","2","17","0","11","31","1","18","0","0","0","1","1","0","6","1","2","6","0","2","91","1","119","129","3","139","264","1","0","0","1","4","0","0","4","4","3","0","1","41","18","0","23","60","26","0","34","1","1","0","0","2","0","0","2","9","4","0","5","16","8","0","8","186","90","0","96","124","0","140","226","0","0","0","0","9","5","0","4","8","3","0","5","26","8","0","18","50","19","0","31","1","0","0","1","0","0","0","0","6","3","0","3","9","5","0","4","167","68","0","99","92","0","134","15","0","0","0","0","2","1","0","1","0","0","0","0","3","2","0","1","7","5","0","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","8","5","0","3","10","0","5"
"00140201","Quinnipiac University","2019","390","38","0","10","15","0","10","73","305","0","12","157","13","0","1","6","0","4","24","124","0","9","233","25","0","9","9","0","6","49","181","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","144","13","0","4","5","0","4","26","113","0","5","0","0","0","0","0","4","3","0","2","5","0","8","10","0","16","0","0","0","0","0","0","2","0","2","4","0","1","43","0","70","57","0","87","107","0","0","0","0","3","1","0","2","7","3","0","4","8","1","0","7","21","6","0","15","0","0","0","0","0","0","0","0","3","1","0","2","3","3","0","0","83","33","0","50","42","0","65","118","0","0","0","0","3","0","0","3","2","0","0","2","14","5","0","9","21","5","0","16","0","0","0","0","0","0","0","0","2","0","0","2","2","1","0","1","95","41","0","54","47","0","71","21","0","0","0","0","0","0","0","0","1","0","0","1","3","2","0","1","5","3","0","2","0","0","0","0","0","0","0","0","1","1","0","0","2","1","0","1","14","7","0","7","11","0","10"
"00141706","University of Connecticut","2019","468","40","2","34","22","0","2","100","336","14","18","228","20","1","17","10","0","1","49","167","1","11","240","20","1","17","12","0","1","51","169","13","7","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","161","15","0","8","7","0","0","30","119","7","5","0","0","0","3","0","5","3","0","4","6","0","9","12","0","18","0","0","0","1","0","6","0","0","0","3","0","2","57","0","62","73","0","88","135","0","0","0","0","12","6","0","6","5","2","0","3","15","6","0","9","32","14","0","18","0","0","0","0","3","0","0","3","0","0","0","0","6","5","0","1","94","48","0","46","67","0","68","151","2","1","0","1","11","6","0","5","8","4","0","4","9","7","0","2","32","19","0","13","0","0","0","0","4","0","0","4","2","1","0","1","7","3","0","4","108","54","0","54","76","0","75","21","0","0","0","0","3","2","0","1","2","1","0","1","1","1","0","0","6","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","8","0","7","12","0","9"
"00142600","Yale University","2019","630","82","1","80","41","0","48","252","334","42","2","304","30","1","37","13","0","22","103","174","26","1","322","52","0","43","28","0","25","148","158","15","1","4","0","0","0","0","0","1","1","2","1","0","","","","","","","","","","","","","","","","","","","","","","","214","33","1","32","15","0","17","98","105","11","0","1","0","0","14","0","18","4","0","11","14","0","19","41","1","56","0","0","0","4","1","6","8","1","8","0","0","0","52","1","52","97","3","114","217","0","0","0","0","25","14","0","11","16","6","0","10","24","11","0","13","84","39","0","45","0","0","0","0","13","10","0","3","19","8","0","11","1","1","0","0","119","62","1","56","112","1","104","199","0","0","0","0","23","9","0","14","10","3","0","7","25","5","0","20","70","23","0","47","0","0","0","0","18","12","0","6","12","6","0","6","1","0","0","1","110","60","0","50","95","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00143401","American University","2019","1242","183","2","81","99","1","78","444","723","32","43","464","61","2","21","29","0","31","144","290","12","18","778","122","0","60","70","1","47","300","433","20","25","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","384","44","0","24","28","0","33","129","230","13","12","0","0","0","9","0","15","9","0","19","11","0","33","40","0","89","0","0","0","5","0","8","11","0","22","4","0","8","82","0","148","131","0","253","416","1","1","0","0","32","9","0","23","32","9","0","23","53","22","0","31","136","50","0","86","0","0","0","0","9","3","0","6","18","9","0","9","14","6","0","8","257","115","0","142","174","0","242","388","0","0","0","0","23","3","0","20","29","7","0","22","76","26","0","50","156","47","0","109","1","0","0","1","10","4","0","6","27","11","0","16","17","8","0","9","205","78","0","127","137","0","251","54","1","1","0","0","2","0","0","2","10","4","0","6","10","2","0","8","23","7","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","15","0","16","22","0","32"
"00143711","Catholic University of America","2019","400","30","1","3","22","0","12","68","198","4","130","163","12","1","1","6","0","3","23","76","3","61","237","18","0","2","16","0","9","45","122","1","69","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","155","12","0","0","7","0","4","23","78","1","53","0","0","0","0","0","0","3","0","4","5","0","7","9","0","14","0","0","0","1","0","0","1","0","3","21","0","32","32","0","46","63","0","92","117","0","0","0","0","1","0","0","1","9","2","0","7","8","2","0","6","22","5","0","17","0","0","0","0","2","2","0","0","4","1","0","3","37","19","0","18","56","18","0","38","44","0","73","99","0","0","0","0","1","1","0","0","4","0","0","4","10","5","0","5","18","6","0","12","0","0","0","0","1","0","0","1","3","0","0","3","26","13","0","13","54","22","0","32","41","0","58","29","1","1","0","0","1","0","0","1","2","1","0","1","0","0","0","0","5","3","0","2","0","0","0","0","0","0","0","0","1","1","0","0","14","8","0","6","10","4","0","6","15","0","14"
"00144102","District of Columbia","2019","242","26","0","26","111","0","0","163","56","2","21","77","8","0","7","30","0","0","45","21","0","11","165","18","0","19","81","0","0","118","35","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","85","8","0","9","40","0","0","57","20","1","7","0","0","0","3","0","6","5","0","35","4","0","4","12","0","45","0","0","0","0","0","1","0","0","0","3","0","4","8","0","12","23","0","62","52","0","0","0","0","5","2","0","3","23","10","0","13","5","2","0","3","33","14","0","19","0","0","0","0","1","0","0","1","0","0","0","0","5","3","0","2","13","5","0","8","22","0","30","74","0","0","0","0","11","1","0","10","30","10","0","20","8","1","0","7","49","12","0","37","0","0","0","0","0","0","0","0","0","0","0","0","8","4","0","4","17","4","0","13","20","0","54","31","0","0","0","0","1","1","0","0","18","5","0","13","5","1","0","4","24","7","0","17","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","6","4","0","2","12","0","19"
"00144402","George Washington University","2019","1560","24","11","194","124","2","6","361","950","102","147","732","8","4","75","50","1","4","142","478","42","70","826","15","7","119","74","1","2","218","471","60","77","2","1","0","0","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","514","13","3","69","32","0","2","119","305","37","53","1","0","2","24","0","45","12","0","20","5","1","7","44","1","74","0","0","0","13","0","24","2","0","0","25","0","28","141","1","163","223","2","289","584","3","1","0","2","62","26","0","36","39","15","0","24","6","0","0","6","113","44","0","69","1","1","0","0","37","17","0","20","2","1","0","1","47","22","0","25","387","206","0","181","289","0","295","409","2","0","0","2","47","22","0","25","44","22","0","22","5","3","0","2","101","48","0","53","1","0","0","1","27","12","0","15","2","1","0","1","42","20","0","22","239","118","0","121","198","0","211","53","3","2","0","1","16","3","0","13","9","1","0","8","0","0","0","0","28","6","0","22","0","0","0","0","1","0","0","1","0","0","0","0","5","3","0","2","19","13","0","6","22","0","31"
"00144503","Georgetown University","2019","2008","125","3","160","187","0","25","500","1080","157","271","911","56","2","71","74","0","10","213","502","54","142","1089","69","1","89","113","0","15","287","574","102","126","8","0","0","0","0","0","0","0","4","1","3","","","","","","","","","","","","","","","","","","","","","","","573","33","0","59","51","0","13","156","359","31","27","0","0","0","23","0","36","21","0","30","19","0","14","66","0","90","0","0","0","13","1","17","3","0","10","15","2","10","175","2","182","269","5","299","674","1","1","0","0","40","18","0","22","67","28","0","39","42","15","0","27","159","68","0","91","0","0","0","0","51","17","0","34","9","6","0","3","97","46","1","50","367","158","1","208","289","2","383","709","2","1","0","1","59","28","0","31","61","22","0","39","49","21","0","28","174","73","0","101","0","0","0","0","71","23","0","48","3","1","0","2","135","75","0","60","329","157","1","171","328","1","380","52","0","0","0","0","2","2","0","0","8","3","0","5","1","1","0","0","11","6","0","5","0","0","0","0","4","1","0","3","0","0","0","0","12","6","0","6","25","12","0","13","25","0","27"
"00144802","Howard University","2019","441","13","1","4","357","1","54","430","3","6","2","158","4","0","1","133","0","18","156","1","1","0","283","9","1","3","224","1","36","274","2","5","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","160","6","0","2","122","0","26","156","0","3","1","0","0","0","0","0","2","38","0","84","1","0","5","50","0","106","0","0","0","0","0","3","11","0","15","0","0","1","0","0","0","50","0","110","148","1","0","0","1","1","0","0","1","124","60","0","64","1","0","0","1","144","64","0","80","1","0","0","1","1","0","0","1","16","4","0","12","1","0","0","1","2","1","0","1","65","0","83","133","0","0","0","0","1","1","0","0","111","35","0","76","6","3","0","3","130","42","0","88","0","0","0","0","2","1","0","1","12","3","0","9","0","0","0","0","1","0","0","1","43","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00146601","Barry University","2019","646","169","9","26","97","0","3","304","316","14","12","267","60","4","12","34","0","1","111","143","5","8","379","109","5","14","63","0","2","193","173","9","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","239","69","5","10","32","0","2","118","113","5","3","3","0","2","7","0","3","13","0","19","31","0","38","54","0","64","0","0","0","0","0","5","0","0","2","3","0","0","48","0","65","105","0","134","221","2","1","0","1","8","3","0","5","34","11","0","23","53","20","0","33","98","36","0","62","0","0","0","0","4","2","0","2","1","1","0","0","3","1","0","2","116","48","0","68","87","0","134","127","1","0","0","1","4","0","0","4","19","7","0","12","38","6","0","32","62","13","0","49","0","0","0","0","4","2","0","2","0","0","0","0","4","4","0","0","57","33","0","24","52","0","75","59","1","0","0","1","4","2","0","2","12","3","0","9","9","3","0","6","26","8","0","18","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","2","30","14","0","16","23","0","36"
"00146800","St. Thomas University (Florida)","2019","565","369","2","12","51","0","3","437","105","17","6","214","133","1","7","13","0","3","157","53","2","2","351","236","1","5","38","0","0","280","52","15","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","241","158","0","2","22","0","3","185","44","8","4","0","0","0","1","0","1","5","0","17","61","0","97","70","0","115","0","0","0","1","0","7","3","0","0","2","0","2","23","0","21","96","0","145","161","2","1","0","1","3","1","0","2","18","3","0","15","102","32","0","70","125","37","0","88","0","0","0","0","6","0","0","6","0","0","0","0","1","0","0","1","29","13","0","16","50","0","111","163","0","0","0","0","7","5","0","2","11","5","0","6","109","40","0","69","127","50","0","77","0","0","0","0","3","1","0","2","0","0","0","0","1","0","0","1","32","17","0","15","68","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00148001","Florida A&M University","2019","563","57","0","7","265","1","73","403","160","0","0","217","23","0","3","75","1","26","128","89","0","0","346","34","0","4","190","0","47","275","71","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","212","15","0","2","105","0","32","154","58","0","0","0","0","0","0","0","2","30","0","75","7","0","8","46","0","108","0","0","0","0","0","0","9","0","23","0","0","0","29","0","29","75","0","137","194","0","0","0","0","1","1","0","0","88","28","0","60","29","10","0","19","144","52","0","92","1","1","0","0","0","0","0","0","25","12","0","13","0","0","0","0","50","30","0","20","82","0","112","142","0","0","0","0","4","2","0","2","69","17","0","52","11","6","0","5","100","30","0","70","0","0","0","0","0","0","0","0","16","5","0","11","0","0","0","0","42","25","0","17","55","0","87","15","0","0","0","0","0","0","0","0","3","0","0","3","2","0","0","2","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","5","0","5","5","0","10"
"00148900","Florida State University","2019","605","104","2","15","51","0","31","203","392","10","0","277","44","1","6","18","0","14","83","193","1","0","328","60","1","9","33","0","17","120","199","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","194","36","0","5","13","0","9","63","130","1","0","0","0","0","1","0","4","5","0","8","15","0","21","24","0","39","0","0","0","0","0","1","3","0","6","0","0","0","65","0","65","89","0","105","215","2","1","0","1","5","2","0","3","21","11","0","10","29","9","0","20","73","32","0","41","0","0","0","0","3","0","0","3","16","9","0","7","0","0","0","0","139","68","0","71","100","0","115","196","0","0","0","0","5","3","0","2","17","2","0","15","39","20","0","19","67","27","0","40","0","0","0","0","6","1","0","5","6","2","0","4","0","0","0","0","123","60","0","63","88","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00150900","Nova Southeastern University","2019","621","234","0","15","53","4","14","320","254","26","21","294","93","0","4","23","1","8","129","140","15","10","327","141","0","11","30","3","6","191","114","11","11","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","213","86","0","3","13","1","5","108","87","11","7","0","0","0","2","0","1","6","0","7","39","0","47","50","0","58","1","0","0","4","0","7","2","0","3","2","0","5","43","0","44","99","0","114","186","0","0","0","0","3","1","0","2","21","8","0","13","62","20","0","42","90","30","0","60","2","0","0","2","6","4","0","2","2","1","0","1","8","5","0","3","82","47","0","35","86","0","100","191","0","0","0","0","9","1","0","8","14","8","0","6","71","29","0","42","102","43","0","59","1","0","0","1","8","6","0","2","7","5","0","2","5","2","0","3","76","47","0","29","98","0","93","31","0","0","0","0","0","0","0","0","5","1","0","4","15","5","0","10","20","6","0","14","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","9","3","0","6","11","0","20"
"00153101","Stetson University","2019","862","125","3","27","49","0","22","226","616","7","13","404","54","1","14","15","0","13","97","295","5","7","458","71","2","13","34","0","9","129","321","2","6","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","298","52","3","14","15","0","1","85","203","0","10","1","0","2","7","0","7","5","0","10","25","0","27","38","0","47","0","0","0","0","0","0","0","0","1","5","0","5","98","0","105","141","0","157","286","0","0","0","0","6","2","0","4","21","6","0","15","37","18","0","19","72","30","0","42","0","0","0","0","2","1","0","1","8","4","0","4","1","1","0","0","211","98","0","113","130","0","156","251","0","0","0","0","7","5","0","2","12","4","0","8","32","9","0","23","63","26","0","37","0","0","0","0","5","4","0","1","12","8","0","4","1","0","0","1","182","88","0","94","118","0","133","27","0","0","0","0","0","0","0","0","1","0","0","1","4","2","0","2","6","3","0","3","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","20","11","0","9","15","0","12"
"00153505","University of Florida","2019","780","136","5","20","69","0","7","237","504","15","24","396","59","3","12","24","0","5","103","274","5","14","384","77","2","8","45","0","2","134","230","10","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","173","25","1","4","17","0","2","49","112","3","9","1","0","0","3","0","1","4","0","13","14","0","11","23","0","26","0","0","0","3","0","0","1","0","1","7","0","2","62","0","50","95","0","78","285","2","1","0","1","6","3","0","3","31","12","0","19","46","21","0","25","89","40","0","49","0","0","0","0","5","1","0","4","4","3","0","1","14","7","0","7","177","100","0","77","148","0","137","322","2","1","0","1","10","6","0","4","21","8","0","13","65","24","0","41","99","40","0","59","0","0","0","0","7","1","0","6","1","1","0","0","1","0","0","1","215","112","0","103","153","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00153601","University of Miami","2019","1113","393","5","24","60","0","41","523","453","50","87","583","184","2","6","34","0","24","250","266","21","46","530","209","3","18","26","0","17","273","187","29","41","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","360","122","2","7","16","0","13","160","160","9","31","1","0","1","0","0","7","9","0","7","60","0","62","77","0","83","0","0","0","2","0","7","7","0","6","19","0","12","104","0","56","202","0","158","365","2","1","0","1","10","4","0","6","18","9","0","9","134","64","0","70","180","88","0","92","0","0","0","0","19","7","0","12","16","10","0","6","27","13","0","14","139","75","0","64","183","0","182","388","1","0","0","1","7","2","0","5","26","16","0","10","137","60","0","77","183","85","0","98","0","0","0","0","22","12","0","10","12","7","0","5","29","14","0","15","154","87","0","67","198","0","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
